Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt,Match,Match_Num,Chalan_Dates
5196,16094,02-06-2021,20621,99895,,0,
5197,66729,02-06-2021,20621,66729,362719,1,31-05-2021
5198,94175,02-06-2021,20621,94175,362718,1,31-05-2021
5199,23698,02-06-2021,20621,12860,,0,
5200,23699,02-06-2021,20621,17935,,0,
5201,476204,02-06-2021,20621,23120,,0,
5202,33626,02-06-2021,20621,18105,854469,1,29-05-2021
5203,33627,02-06-2021,20621,28680,854470,1,30-05-2021
5204,36693,02-06-2021,20621,15720,,0,
5205,36694,02-06-2021,20621,19825,854502,1,31-05-2021
13984,1757,01-12-2021,11221,3315,1757; 637361,2,2021-11-29; 2021-10-13
5207,15899,02-06-2021,20621,5630,363732,1,31-05-2021
5208,71797,30-06-2021,300621,20530,,0,
5209,71798,30-06-2021,300621,15615,,0,
5210,108016,30-06-2021,300621,4325,,0,
5211,76314,30-06-2021,300621,34630,482914,1,28-06-2021
5212,76261,30-06-2021,300621,52610,,0,
5213,13793,30-06-2021,300621,1895,,0,
5214,45424,30-06-2021,300621,5615,59147,1,28-06-2021
5215,45425,30-06-2021,300621,4610,59147,1,28-06-2021
5216,45423,30-06-2021,300621,6370,59145,1,28-06-2021
5217,70906,30-06-2021,300621,2625,,0,
5218,70905,30-06-2021,300621,149395,,0,
5219,7303413,28-06-2021,280621,14520,,0,
8646,88421,16-09-2021,160921,3308,359381; 856624,2,2021-09-10; 2021-09-14
5221,1224,02-07-2021,20721,4025,,0,
5222,81680,02-07-2021,20721,1465,853075,1,30-06-2021
5223,949988,02-07-2021,20721,62480,364881,1,30-06-2021
5224,42767,02-07-2021,20721,745942,,0,
12938,49480,04-02-2022,40222,3295,8553; 731547,2,2022-02-01; 2022-01-29
5226,A569694,02-07-2021,20721,25,,0,
5227,A569697,02-07-2021,20721,25,,0,
5228,A569696,02-07-2021,20721,25,,0,
5229,39055,02-07-2021,20721,39055,361751,1,30-06-2021
5230,15406,09-07-2021,90721,133311,364543,1,07-07-2021
5231,53191,09-07-2021,90721,86000,364888,1,07-07-2021
5232,42774,09-07-2021,90721,738066,,0,
5233,42685,09-07-2021,90721,4382,,0,
5234,993747,09-07-2021,90721,210,364229; 419939; 420290,3,2021-07-05; 2021-07-08; 2021-05-28
3195,7180,14-05-2021,140521,3250,79572; 361382,2,2021-04-22; 2021-05-12
5236,45964,09-07-2021,90721,3470,362791,1,15-05-2021
5237,14930,09-07-2021,90721,14930,361758,1,07-07-2021
14326,23317,10-02-2022,100222,3235,371324; 507113,2,2022-02-08; 2021-12-13
5239,108025,13-07-2021,130721,1540,361735,1,14-06-2021
5240,960,13-07-2021,130721,960,,0,
5241,15407,13-07-2021,130721,123610,364544,1,08-07-2021
5242,53192,13-07-2021,130721,79185,364889,1,08-07-2021
5243,33188,13-07-2021,130721,837005,,0,
5244,A304554,13-07-2021,130721,265,,0,
5245,14005,13-07-2021,130721,845,640351,1,09-07-2021
5246,993748,13-07-2021,130721,90,485928; 711777; 853651; 976319,4,2021-06-03; 2021-05-27; 2021-07-08; 2021-05-27
5247,13623,13-07-2021,130721,33495,,0,
11750,A9346403,17-11-2021,171121,3230,365931; 640227,2,2021-10-31; 2021-11-15
5249,14656,13-07-2021,130721,875,,0,
5250,14655,13-07-2021,130721,150,120370; 120371; 419935; 685639,4,2021-05-28; 2021-05-29; 2021-05-28; 2021-06-19
5251,17720,13-07-2021,130721,17720,361759,1,08-07-2021
5252,7303426,13-07-2021,130721,25955,,0,
5253,60227,13-07-2021,130721,106478,79653,1,09-07-2021
5254,50124,13-07-2021,130721,615,636598,1,09-07-2021
5255,1076,13-07-2021,130721,1655,856451,1,09-07-2021
5256,3961631,13-07-2021,130721,7165,,0,
12459,37731,21-02-2022,210222,3195,4963; 15557,2,2022-02-14; 2022-02-18
5258,A852096,29-07-2021,290721,615,636598,1,09-07-2021
5259,14024,29-07-2021,290721,1220,363881; 505099; 640361,3,2021-06-02; 2021-07-07; 2021-07-15
5260,993811,29-07-2021,290721,60,636272; 685791; 853654; 853662; 853670,5,2021-06-10; 2021-07-27; 2021-07-12; 2021-07-19; 2021-07-27
5261,3480507,08-04-2021,80421,1075,308968,1,07-04-2021
5262,4860310,08-04-2021,80421,1715,,0,
5263,38607,08-04-2021,80421,57940,79558,1,06-04-2021
5264,952844,08-04-2021,80421,90,,0,
5265,952802,08-04-2021,80421,830,,0,
5266,32000,08-04-2021,80421,75,,0,
5267,43375,08-04-2021,80421,50065,362042,1,06-04-2021
5268,947624,08-04-2021,80421,120,,0,
5269,95822,08-04-2021,80421,14490,362915,1,06-04-2021
5270,90537,08-04-2021,80421,8110,,0,
5271,90587,08-04-2021,80421,282645,302423,1,06-04-2021
5272,90588,08-04-2021,80421,64257,302424,1,06-04-2021
5273,64831,08-04-2021,80421,45250,,0,
5274,5720959,08-04-2021,80421,62895,,0,
5275,5702958,08-04-2021,80421,57710,,0,
5276,952813,27-04-2021,270421,470,636259,1,23-04-2021
15161,836425,28-03-2022,280322,3155,5001; 215632,2,2022-03-24; 2022-03-10
5278,38624,27-04-2021,270421,28130,79575,1,22-04-2021
5279,38676,27-04-2021,270421,355,639702,1,12-04-2021
5280,5517,27-04-2021,270421,14935,,0,
5281,756009,27-04-2021,270421,4106946,419696,1,23-04-2021
5282,48322,27-04-2021,270421,9193,362846,1,23-04-2021
5283,92026,27-04-2021,270421,6165,117557,1,23-04-2021
5284,20939,27-04-2021,270421,11420,109927,1,23-04-2021
5285,A20939,27-04-2021,270421,12915,109967,1,23-04-2021
5286,4385,27-04-2021,270421,4385,,0,
5287,659416,27-04-2021,270421,95,59416,1,23-04-2021
5288,476149,27-04-2021,270421,34190,,0,
5289,84607,27-04-2021,270421,6435,,0,
5290,15867,27-04-2021,270421,36810,360100,1,23-04-2021
5291,39415,27-04-2021,270421,12620,924131,1,23-04-2021
5292,39416,27-04-2021,270421,7495,924038,1,23-04-2021
5293,5484,27-04-2021,270421,160,358735; 505085; 505089; 639712,4,2021-04-16; 2021-04-19; 2021-04-23; 2021-04-23
5294,33239,27-04-2021,270421,470,636259,1,23-04-2021
9534,1790,29-12-2021,291221,3150,1789; 57870,2,2021-12-27; 2021-11-08
5296,5620,27-04-2021,270421,5620,,0,
5297,12490,27-04-2021,270421,12490,,0,
5298,12060,27-04-2021,270421,12060,,0,
5299,59840,12-04-2021,120421,18350,360310,1,08-04-2021
5300,63705,12-04-2021,120421,63705,361348,1,08-04-2021
5301,5832,12-04-2021,120421,438735,,0,
5302,33329,12-04-2021,120421,240,,0,
5303,12504,12-04-2021,120421,590,,0,
5304,108802,12-04-2021,120421,150,,0,
5305,104244,12-04-2021,120421,510,636638,1,08-04-2021
5306,104248,12-04-2021,120421,110,637223,1,09-04-2021
5307,33230,12-04-2021,120421,350,,0,
5308,43125,19-04-2021,190421,15630,,0,
5309,15861,19-04-2021,190421,17605,360094,1,16-04-2021
5310,39336,19-04-2021,190421,1225,,0,
5311,22569,19-04-2021,190421,2775,,0,
5312,39411,19-04-2021,190421,12205,924034,1,15-04-2021
5313,39735,19-04-2021,190421,20220,924127,1,15-04-2021
5314,10760,19-04-2021,190421,10760,,0,
5315,7885,19-04-2021,190421,7885,,0,
5316,9262023,19-04-2021,190421,56855,,0,
5317,4999922,15-04-2021,150421,19480,,0,
5318,4999923,15-04-2021,150421,4205,65165,1,12-04-2021
5319,4860314,15-04-2021,150421,3910,314074,1,12-04-2021
5320,952846,15-04-2021,150421,660,,0,
5321,38613,15-04-2021,150421,40555,79564,1,12-04-2021
5322,38612,15-04-2021,150421,51090,79563,1,12-04-2021
5323,A38611,15-04-2021,150421,46200,79562,1,12-04-2021
5324,952806,15-04-2021,150421,1890,,0,
5325,88004,15-04-2021,150421,460,,0,
5326,A362208,15-04-2021,150421,56995,,0,
5327,5553,15-04-2021,150421,35,505068,1,05-04-2021
5328,5554,15-04-2021,150421,240,314648,1,12-04-2021
5329,5506,15-04-2021,150421,40785,362048,1,12-04-2021
5330,5504,15-04-2021,150421,70810,362046,1,12-04-2021
5331,5505,15-04-2021,150421,29685,362047,1,12-04-2021
5332,7569520,15-04-2021,150421,42950,420752,1,12-04-2021
5333,756066,15-04-2021,150421,38360,420700,1,12-04-2021
5334,46676,15-04-2021,150421,880,362919,1,12-04-2021
5335,46677,15-04-2021,150421,11335,362920,1,12-04-2021
5336,4999941,06-05-2021,60521,3985,,0,
5337,38636,06-05-2021,60521,3520,79587,1,04-05-2021
5338,5528,06-05-2021,60521,15080,,0,
5339,385225,06-05-2021,60521,5104159,289216,1,01-05-2021
5340,48309,06-05-2021,60521,52682,302466,1,04-05-2021
5341,12791,06-05-2021,60521,51760,109940,1,04-05-2021
5342,64845,06-05-2021,60521,13970,,0,
5343,6940,06-05-2021,60521,6940,,0,
5751,84624,14-05-2021,140521,3125,289384; 358586,2,2021-05-10; 2021-04-09
5345,92068,12-05-2021,120521,18271,362861,1,10-05-2021
5346,92046,12-05-2021,120521,37578,302470,1,10-05-2021
5347,92047,12-05-2021,120521,27559,302471,1,10-05-2021
5348,92048,12-05-2021,120521,31044,302472,1,10-05-2021
5349,19619,12-05-2021,120521,19619,109983,1,10-05-2021
5350,27010,12-05-2021,120521,27010,,0,
5351,17439,12-05-2021,120521,17439,109944,1,10-05-2021
5352,29515,12-05-2021,120521,29515,109945,1,10-05-2021
5353,36091,12-05-2021,120521,36091,109985,1,10-05-2021
5354,56284,12-05-2021,120521,72766,,0,
5355,476161,12-05-2021,120521,9140,,0,
5356,15880,12-05-2021,120521,9055,363713,1,10-05-2021
5357,IKD1308073,24-05-2021,240521,1629099,IKD1808073,1,22-05-2021
5358,5000017,27-05-2021,270521,535,313784,1,22-04-2021
5359,5000016,27-05-2021,270521,1830,,0,
5360,50131,27-05-2021,270521,19105,79607,1,24-05-2021
5361,50130,27-05-2021,270521,36650,79606,1,24-05-2021
13970,1770,10-12-2021,101221,3125,1770; 366055,2,2021-12-08; 2021-11-29
5363,50139,03-06-2021,30621,91530,79615,1,01-06-2021
5364,42731,03-06-2021,30621,48440,,0,
5365,16018,03-06-2021,30621,630,362894; 636650; 711773,3,2021-06-01; 2021-04-17; 2021-05-27
5366,16017,03-06-2021,30621,6615,109979; 362860; 362895,3,2021-05-05; 2021-05-10; 2021-06-01
5367,45909,03-06-2021,30621,32723,,0,
5368,45908,03-06-2021,30621,144130,,0,
5369,87854,03-06-2021,30621,87854,362720,1,01-06-2021
5370,14758,02-06-2021,20621,67445,364505,1,31-05-2021
5371,14757,02-06-2021,20621,71200,364504,1,31-05-2021
5372,7199,02-06-2021,20621,9835,361400,1,31-05-2021
5373,7200,02-06-2021,20621,20720,364851,1,31-05-2021
5374,42568,02-06-2021,20621,215493,,0,
5375,12649,02-06-2021,20621,96799,,0,
5376,CO62113111446,17-06-2021,170621,699966,,0,
5377,CO62113117272,17-06-2021,170621,149910,,0,
5378,1220,30-06-2021,300621,3345,,0,
5379,1222,30-06-2021,300621,2315,,0,
5380,1221,30-06-2021,300621,3090,,0,
5381,81677,30-06-2021,300621,4265,853072,1,28-06-2021
5382,949985,30-06-2021,300621,76655,364879,1,28-06-2021
5383,A949985,30-06-2021,300621,71630,364878,1,28-06-2021
5384,949984,30-06-2021,300621,60150,364877,1,28-06-2021
5385,42765,30-06-2021,300621,1764746,,0,
5386,42682,30-06-2021,300621,7139,,0,
5387,88039,28-06-2021,280621,1205,636286,1,24-06-2021
5388,38695,28-06-2021,280621,240,419930,1,28-05-2021
5389,38662,28-06-2021,280621,121335,79638,1,24-06-2021
5390,5564,28-06-2021,280621,195,511671,1,27-05-2021
5391,1030,28-06-2021,280621,104295,,0,
5392,483988,28-06-2021,280621,285525,,0,
5393,613951,28-06-2021,280621,54870,289420,1,23-06-2021
5394,50176,28-06-2021,280621,14210,854769,1,24-06-2021
5395,16066,28-06-2021,280621,46120,,0,
5396,16065,28-06-2021,280621,414760,,0,
5397,62084,28-06-2021,280621,10910,117580,1,24-06-2021
5398,137338,28-06-2021,280621,137338,362743,1,24-06-2021
5399,13231,28-06-2021,280621,13231,853919,1,24-06-2021
5400,17460,28-06-2021,280621,17460,,0,
5401,6625,28-06-2021,280621,6625,485948,1,24-06-2021
5402,6210,28-06-2021,280621,6210,485949,1,24-06-2021
5403,23652,28-06-2021,280621,33025,,0,
5404,23653,28-06-2021,280621,16380,,0,
5405,11371,28-06-2021,280621,9765,79592,1,10-05-2021
5406,11370,28-06-2021,280621,11175,,0,
5407,5044333,28-06-2021,280621,147895,,0,
5408,5044332,28-06-2021,280621,51000,,0,
5409,89778,28-06-2021,280621,70865,854496,1,24-06-2021
5410,5644,28-06-2021,280621,29415,854527,1,24-06-2021
5411,42660,28-06-2021,280621,7660,,0,
5412,71795,28-06-2021,280621,20005,,0,
5413,108014,28-06-2021,280621,1835,,0,
5414,76259,28-06-2021,280621,18145,,0,
5415,76312,28-06-2021,280621,15310,482912,1,24-06-2021
5416,7303422,07-07-2021,70721,8795,,0,
5417,60251,07-07-2021,70721,300,419931,1,28-05-2021
5418,88047,07-07-2021,70721,2990,,0,
5419,38672,07-07-2021,70721,127685,79648,1,05-07-2021
5420,38673,07-07-2021,70721,130820,79649,1,05-07-2021
5421,61375,07-07-2021,70721,61375,,0,
16562,45934,04-03-2022,40322,3105,57946; 371344,2,2022-01-27; 2022-03-02
5423,5573,07-07-2021,70721,185,,0,
5424,1040,07-07-2021,70721,65500,64731,1,05-07-2021
5425,1041,07-07-2021,70721,71335,,0,
5426,7303430,16-07-2021,160721,22040,,0,
5427,1102,16-07-2021,160721,785,856503,1,14-07-2021
5428,1079,16-07-2021,160721,1500,856456,1,14-07-2021
5429,60232,16-07-2021,160721,129185,79658,1,14-07-2021
5430,60257,16-07-2021,160721,360,313790; 636205; 636271; 639717; 639718; 685635,6,2021-06-24; 2021-07-14; 2021-06-09; 2021-07-09; 2021-07-09; 2021-05-29
5431,3961638,16-07-2021,160721,26100,,0,
5432,3961637,16-07-2021,160721,177975,,0,
16650,45940,11-03-2022,110322,3090,215580; 371350,2,2022-01-17; 2022-03-09
5434,1050,16-07-2021,160721,70365,,0,
5435,135311,16-07-2021,160721,135311,853963,1,14-07-2021
5436,945,16-07-2021,160721,945,,0,
5437,26848,16-07-2021,160721,58240,856814,1,14-07-2021
5438,68393,16-07-2021,160721,4070,855822,1,14-07-2021
5439,68394,16-07-2021,160721,90,485928; 711777; 853651; 855823; 976319,5,2021-06-03; 2021-05-27; 2021-07-08; 2021-07-14; 2021-05-27
5440,1045,13-07-2021,130721,97435,,0,
5441,614112,13-07-2021,130721,38335,289433,1,09-07-2021
5442,A642569,13-07-2021,130721,18430,642570,1,09-07-2021
5443,62097,13-07-2021,130721,7860,117593,1,09-07-2021
5444,143588,13-07-2021,130721,143588,853958,1,09-07-2021
6061,23604,12-10-2021,121021,3085,156375; 358397,2,2021-10-08; 2021-09-01
5446,76270,13-07-2021,130721,16465,,0,
5447,76323,13-07-2021,130721,12715,482923,1,08-07-2021
5448,60460,13-07-2021,130721,4490,856453,1,12-07-2021
5449,1279,12-07-2021,120721,1279,,0,
5450,29199,08-04-2021,80421,46805,,0,
8714,6659,13-10-2021,131021,3040,358799; 882178,2,2021-09-01; 2021-10-11
5452,22714,08-04-2021,80421,28265,,0,
5453,65066,08-04-2021,80421,42940,,0,
5454,43115,08-04-2021,80421,26430,639198,1,05-04-2021
5455,22563,08-04-2021,80421,1465,,0,
5456,39330,08-04-2021,80421,285,,0,
5457,39428,08-04-2021,80421,20760,924120,1,06-04-2021
5458,39404,08-04-2021,80421,14685,924027,1,06-04-2021
5459,19462,08-04-2021,80421,955,308967,1,06-04-2021
5460,39255,08-04-2021,80421,960,505072,1,06-04-2021
5461,49758,08-04-2021,80421,14645,,0,
5462,76110,08-04-2021,80421,14720,712408,1,06-04-2021
5463,10904,08-04-2021,80421,30690,,0,
5464,10918,27-04-2021,270421,1950,,0,
5465,586565,27-04-2021,270421,1410,,0,
5466,83653,27-04-2021,270421,595,,0,
5467,83646,27-04-2021,270421,70,59524; 364158; 636635,3,2021-04-09; 2021-04-23; 2021-04-05
5468,39341,27-04-2021,270421,385,314649,1,12-04-2021
5469,22574,27-04-2021,270421,970,,0,
12461,7301,15-01-2022,150122,3030,57934; 366088,2,2022-01-13; 2022-01-03
5471,7209,27-04-2021,270421,20410,361363,1,23-04-2021
5472,7208,27-04-2021,270421,1030,894423,1,23-04-2021
5473,5841,27-04-2021,270421,25080,362534,1,23-04-2021
10975,3005,26-11-2021,261121,3005,856443; 892752,2,2021-10-25; 2021-11-24
5475,6217518,27-04-2021,270421,390,505090,1,26-04-2021
5476,160,27-04-2021,270421,160,358735; 505085; 505089; 639712,4,2021-04-16; 2021-04-19; 2021-04-23; 2021-04-23
5477,180,27-04-2021,270421,180,83907; 314643; 639713; 976455,4,2021-04-23; 2021-04-07; 2021-04-23; 2021-04-15
5478,410,27-04-2021,270421,410,639714,1,23-04-2021
5479,A180,27-04-2021,270421,180,83907; 314643; 639713; 976455,4,2021-04-23; 2021-04-07; 2021-04-23; 2021-04-15
5480,240,27-04-2021,270421,240,83908; 314648; 505086,3,2021-04-23; 2021-04-12; 2021-04-20
5481,150,27-04-2021,270421,150,83909; 83910; 289368,3,2021-04-23; 2021-04-23; 2021-04-22
5482,27400,27-04-2021,270421,2040,,0,
5483,537674,27-04-2021,270421,3038818,,0,
5484,78523,27-04-2021,270421,7415,,0,
6122,108961,26-08-2021,260821,3000,852029; 857945,2,2021-08-12; 2021-08-24
5486,4999928,20-04-2021,200421,4665,,0,
5487,38618,20-04-2021,200421,20310,79569,1,17-04-2021
5488,38617,20-04-2021,200421,12075,79568,1,17-04-2021
5489,952810,20-04-2021,200421,60,314646; 508800; 636253,3,2021-04-09; 2021-04-05; 2021-04-17
5490,88008,20-04-2021,200421,885,636551,1,17-04-2021
5491,5511,20-04-2021,200421,63785,,0,
5492,5478,20-04-2021,200421,2050,505083,1,17-04-2021
5493,5557,20-04-2021,200421,240,314648,1,12-04-2021
5494,46682,20-04-2021,200421,14695,362925,1,17-04-2021
5495,90547,20-04-2021,200421,8805,117552,1,17-04-2021
5496,48308,20-04-2021,200421,37205,302446,1,17-04-2021
5497,48307,20-04-2021,200421,89995,302445,1,17-04-2021
5498,20940,20-04-2021,200421,11090,109922,1,17-04-2021
5499,A641772,20-04-2021,200421,15000,641771,1,17-04-2021
5500,64842,20-04-2021,200421,8888,,0,
5501,10180,20-04-2021,200421,10180,,0,
14583,98732,02-12-2021,21221,2965,507538; 883935,2,2021-11-30; 2021-11-09
5503,476143,20-04-2021,200421,45260,401523,1,17-04-2021
14614,A2940,17-01-2022,170122,2940,57927; 57936,2,2022-01-05; 2022-01-14
5505,59844,19-04-2021,190421,39815,,0,
5506,A7241,19-04-2021,190421,34715,361356,1,16-04-2021
5507,5836,19-04-2021,190421,2494650,,0,
5508,12640,19-04-2021,190421,283411,,0,
5509,6217511,19-04-2021,190421,475,,0,
5510,6217510,19-04-2021,190421,185,505079,1,13-04-2021
5511,6217509,19-04-2021,190421,355,639702,1,12-04-2021
5512,6206831,19-04-2021,190421,90,,0,
5513,6217565,19-04-2021,190421,170,313767,1,05-04-2021
5514,6217564,19-04-2021,190421,140,303250,1,05-04-2021
5515,6217563,19-04-2021,190421,335,,0,
5516,205,19-04-2021,190421,205,639034,1,16-04-2021
5517,A915478,19-04-2021,190421,50000,419689; 915475; 974393; 974399,4,2021-04-03; 2021-04-09; 2021-04-06; 2021-04-15
5518,108810,19-04-2021,190421,735,,0,
5519,993742,19-04-2021,190421,210,313771; 314644; 635524,3,2021-04-07; 2021-04-07; 2021-04-12
5520,590652,19-04-2021,190421,1835,,0,
5521,590667,19-04-2021,190421,800,,0,
5522,3165,19-04-2021,190421,3165,639708,1,16-04-2021
5523,565,19-04-2021,190421,565,83901,1,16-04-2021
5524,690,19-04-2021,190421,690,83902,1,16-04-2021
5525,16155,15-04-2021,150421,30265,109916,1,12-04-2021
5526,16156,15-04-2021,150421,20990,109917,1,12-04-2021
5527,548974,15-04-2021,150421,2771,109952,1,12-04-2021
5528,16154,15-04-2021,150421,25695,109915,1,12-04-2021
5529,64836,15-04-2021,150421,19680,,0,
5530,64835,15-04-2021,150421,22435,,0,
5531,49018,06-05-2021,60521,7330,,0,
5532,49019,06-05-2021,60521,4770,,0,
5533,4070,06-05-2021,60521,4070,,0,
5534,49016,06-05-2021,60521,5820,,0,
5535,49017,06-05-2021,60521,1270,,0,
5536,84614,06-05-2021,60521,9030,,0,
5537,84615,06-05-2021,60521,6200,,0,
5538,84616,06-05-2021,60521,5770,,0,
5539,84617,06-05-2021,60521,4325,,0,
5540,84618,06-05-2021,60521,1805,358724,1,08-04-2021
5541,39422,06-05-2021,60521,7815,924043,1,04-05-2021
5542,39444,06-05-2021,60521,12140,924136,1,04-05-2021
5543,89852,06-05-2021,60521,23800,839852,1,04-05-2021
5544,10925,12-05-2021,120521,45415,,0,
5545,587660,12-05-2021,120521,10805,,0,
5546,587282,12-05-2021,120521,4045,,0,
5547,587325,12-05-2021,120521,13565,,0,
5548,7176,12-05-2021,120521,8820,361378,1,10-05-2021
5549,7177,12-05-2021,120521,2260,361379,1,10-05-2021
5550,7178,12-05-2021,120521,12485,361380,1,10-05-2021
5551,42553,12-05-2021,120521,41835,,0,
5552,12644,12-05-2021,120521,854,,0,
5553,12643,12-05-2021,120521,4299,,0,
5554,104019,12-05-2021,120521,17025,,0,
5555,104017,12-05-2021,120521,21525,,0,
5556,104018,12-05-2021,120521,23580,,0,
5557,A915489,12-05-2021,120521,25000,,0,
5558,78521,12-05-2021,120521,1445,361702,1,06-05-2021
5559,133237,12-05-2021,120521,595,361703,1,07-05-2021
5560,133238,12-05-2021,120521,2540,361704,1,08-05-2021
5936,133250,27-05-2021,270521,2890,361716; 362430,2,2021-05-22; 2021-05-19
5562,6486870,27-05-2021,270521,102840,,0,
5563,5546,27-05-2021,270521,40715,,0,
5564,5548,27-05-2021,270521,24435,,0,
5565,5547,27-05-2021,270521,32535,,0,
5566,50151,27-05-2021,270521,7625,362944,1,21-05-2021
5567,50152,27-05-2021,270521,2910,362945,1,21-05-2021
5568,16076,27-05-2021,270521,33340,302500,1,24-05-2021
5569,16079,27-05-2021,270521,42210,,0,
5570,16081,27-05-2021,270521,33379,,0,
5571,16082,27-05-2021,270521,30889,,0,
5572,16083,27-05-2021,270521,24987,,0,
5573,16078,27-05-2021,270521,120180,,0,
5574,16080,27-05-2021,270521,56235,,0,
5575,16077,27-05-2021,270521,61855,,0,
5576,16007,27-05-2021,270521,33480,362875,1,24-05-2021
5577,16006,27-05-2021,270521,1,362872,1,24-05-2021
5578,12759,27-05-2021,270521,19845,109999; 362862; 362869,3,2021-05-24; 2021-05-12; 2021-05-21
5579,A12759,27-05-2021,270521,56483,362709,1,24-05-2021
5580,B12759,27-05-2021,270521,64302,362711,1,24-05-2021
5581,C12759,27-05-2021,270521,76440,362710,1,24-05-2021
5582,D12759,27-05-2021,270521,51070,362712,1,24-05-2021
5583,23688,27-05-2021,270521,17790,,0,
5584,23690,27-05-2021,270521,31910,,0,
5585,5601,03-06-2021,30621,12600,642699,1,09-04-2021
5586,23700,03-06-2021,30621,20135,,0,
5587,36696,03-06-2021,30621,20710,854504,1,01-06-2021
5588,15900,03-06-2021,30621,24575,363733,1,01-06-2021
5589,10954,03-06-2021,30621,122770,,0,
5590,14759,03-06-2021,30621,65320,364506,1,01-06-2021
5591,42569,03-06-2021,30621,414979,,0,
5592,5000035,17-06-2021,170621,3930,852964,1,15-06-2021
5593,475715,17-06-2021,170621,33075,478715,1,15-06-2021
5594,A478717,17-06-2021,170621,103005,,0,
5595,38653,17-06-2021,170621,55935,79629,1,15-06-2021
5596,38687,17-06-2021,170621,1450,59106,1,22-04-2021
16629,45997,23-03-2022,230322,2875,731546; 805125,2,2022-01-28; 2022-03-21
4605,2845,11-05-2021,110521,2845,358732; 485923,2,2021-04-13; 2021-05-07
5599,42746,17-06-2021,170621,91095,,0,
5600,483749,17-06-2021,170621,276385,420799,1,15-06-2021
5601,62053,17-06-2021,170621,1260,853159,1,15-06-2021
5602,62077,17-06-2021,170621,7145,117573,1,15-06-2021
5603,533853,30-06-2021,300621,8130,,0,
5604,5795,30-06-2021,300621,560,,0,
5605,5797,30-06-2021,300621,1415,,0,
5606,5796,30-06-2021,300621,1515,,0,
5607,21632,30-06-2021,300621,34935,,0,
5608,21633,30-06-2021,300621,19535,,0,
5609,21634,30-06-2021,300621,47820,,0,
5610,21650,30-06-2021,300621,5240,59136,1,21-06-2021
